special_token_size	3
token_size	19870
singleton_size	4304
singleton_max_count	1
5875	Kuwaiti	4
5876	Harbor	3
5877	escort	3
5878	partners	4
5879	stopping	4
5880	revolution	3
5881	consumption	3
5882	resource	3
5883	articulate	3
5884	acquired	4
5885	slaughter	4
5886	camps	5
5887	homosexual	3
5888	Zigeuner	3
5889	motivated	3
5890	jails	3
5891	Prof	3
5892	Mauser	3
5893	Labour	3
5894	Vang	3
5895	sks	3
5896	cough	3
5897	airplane	7
5898	expense	4
5899	traveled	3
5900	cord	3
5901	ripped	4
5902	Gov	3
5903	tolerance	3
5904	NFL	3
5905	feminist	3
5906	devastating	3
5907	males	3
5908	Shanghai	3
5909	shield	3
5910	pro-life	3
5911	D.C	3
5912	900	3
5913	distress	3
5914	hearts	3
5915	complaining	4
5916	Jo	3
5917	suitable	3
5918	prohibited	5
5919	Pete	3
5920	13-0	3
5921	resort	3
5922	stack	3
5923	Arroyo	3
5924	plains	3
5925	hopeful	3
5926	42nd	3
5927	challengers	3
5928	Graham	4
5929	Leslie	3
5930	stance	5
5931	04	3
5932	Jeremy	4
5933	hotels	3
5934	previously	6
5935	pork	3
5936	Britt	4
5937	attract	3
5938	wash	3
5939	skimming	3
5940	gasoline	3
5941	Gas	3
5942	Matt	4
5943	successors	3
5944	P.L.O.	3
5945	Brigades	3
5946	Marwan	3
5947	Fatah	3
5948	odds	4
5949	Tanzim	3
5950	lasers	3
5951	surplus	4
5952	Info	3
5953	airliners	3
5954	exposure	3
5955	worries	5
5956	V.	3
5957	pressuring	4
5958	criticize	3
5959	governorate	3
5960	responsibilities	4
5961	Shi'ite	3
5962	Bin	4
5963	fur	3
5964	sums	3
5965	poorly	4
5966	fat	3
5967	realm	3
5968	apologize	3
5969	Chin	3
5970	broadcasts	3
5971	packers	3
5972	offensive	4
5973	1400	3
5974	Bettman	3
5975	tickets	5
5976	thru	3
5977	reflected	4
5978	hosting	3
5979	rentals	3
5980	swallowed	3
5981	shipping	3
5982	conglomerate	5
5983	Peoplesoft	3
5984	wreck	3
5985	confused	3
5986	builds	4
5987	greatest	3
5988	shelves	3
5989	judiciary	3
5990	Fed	3
5991	deny	3
5992	twist	3
5993	Mylan	3
5994	Greenberg	3
5995	Sullivan	3
5996	opens	4
5997	Krispy	3
5998	Kreme	3
5999	Class	3
6000	trends	3
6001	fares	3
6002	76	3
6003	cake	3
6004	pitch	3
6005	corrupt	5
6006	horses	3
6007	lesser	4
6008	INDIANA	3
6009	rebellion	3
6010	Steven	6
6011	Sisson	3
6012	heroes	3
6013	Chernoff	3
6014	rounded	3
6015	Sacerdoti	3
6016	overhead	3
6017	platoon	3
6018	Dad	3
6019	teeth	3
6020	imbalance	3
6021	outlaw	3
6022	woke	3
6023	surrounded	5
6024	ideas	4
6025	therefore	3
6026	debates	3
6027	typically	3
6028	NJ	3
6029	25th	3
6030	calendar	3
6031	rankings	3
6032	Mia	3
6033	preferred	5
6034	Western	5
6035	Daryn	3
6036	Vincent	3
6037	Quite	3
6038	CDBG	3
6039	acknowledges	3
6040	Carrot	3
6041	joke	5
6042	economically	3
6043	circumstance	4
6044	Obama	3
6045	blister	3
6046	DPRK	6
6047	McIntyre	3
6048	portfolio	3
6049	midnight	3
6050	Chao	3
6051	locating	3
6052	Bennett	3
6053	QB	3
6054	receivers	3
6055	Edition.	3
6056	Plan	3
6057	Hilary	3
6058	Duff	3
6059	grace	3
6060	anti-abortion	3
6061	lights	4
6062	Tariq	3
6063	alliance	5
6064	profession	3
6065	Ran	3
6066	choosing	4
6067	exhausting	3
6068	climate	3
6069	drama	3
6070	astronauts	3
6071	AFP	43
6072	pump	3
6073	snow	3
6074	Unintelligible	3
6075	Moseley	3
6076	Braun	3
6077	carts	3
6078	MD	3
6079	African-American	3
6080	detailed	4
6081	ratings	3
6082	album	3
6083	CISCO	3
6084	Women	4
6085	soccer	3
6086	Tucker	3
6087	Campbell	11
6088	Greene	3
6089	Which	4
6090	Investors	3
6091	contracting	3
6092	overwhelmingly	4
6093	"newsnight	3
6094	Beth	3
6095	Sleep.	3
6096	ballet	3
6097	Portland	3
6098	Paula	4
6099	traveler	3
6100	McCormick	3
6101	Reporting	3
6102	Come	4
6103	benevolent	3
6104	not-	3
6105	Hampshire	4
6106	gentle	3
6107	identification	3
6108	supplied	3
6109	diamond	3
6110	Be	3
6111	11:30	3
6112	Commissioner	3
6113	marsh	3
6114	mischie	3
6115	Love	3
6116	screaming	4
6117	struggling	3
6118	Might	3
6119	prints	3
6120	Cause	3
6121	Stephen	5
6122	classroom	3
6123	Netflix	3
6124	princess	3
6125	submit	4
6126	miniaturized	3
6127	convert	3
6128	hey	3
6129	optimism	3
6130	Armstrong	4
6131	Change	3
6132	Looking	5
6133	formation	4
6134	oilfield	3
6135	float	3
6136	label	4
6137	III	3
6138	invite	3
6139	GET	3
6140	DOWN	3
6141	disagreed	3
6142	producer	3
6143	48	5
6144	Easter	3
6145	obligations	4
6146	tearing	4
6147	sailor	3
6148	willingness	4
6149	sustainable	3
6150	mask	3
6151	stacked	3
6152	10-0	3
6153	stationed	3
6154	Simpson	3
6155	superb	3
6156	exit	3
6157	Macao	3
6158	Rula	3
6159	Alumni	3
6160	__	3
6161	tire	3
6162	Khalid	3
6163	Shaikh	3
6164	hottest	4
6165	manufacturers	3
6166	Motorola	3
6167	x-rayed	3
6168	correctly	3
6169	"if	3
6170	shirt	3
6171	Whit	3
6172	advertising	4
6173	Amber	3
6174	Frey	3
6175	Harris	7
6176	talented	3
6177	idiots	3
6178	economics	3
6179	Derek	3
6180	ninety	3
6181	inning	3
6182	cubs	3
6183	holiest	3
6184	buzz	3
6185	liar	3
6186	Chapman	3
6187	suppliers	3
6188	complicated	5
6189	wrapped	4
6190	principal	5
6191	dixie	3
6192	capabilities	3
6193	reasonably	3
6194	disorder	3
6195	regionals	3
6196	shoe	3
6197	disability	3
6198	Eric	3
6199	comparable	3
6200	Besides	4
6201	hole	3
6202	dividends	3
6203	Keller	3
6204	band	3
6205	sixties	3
6206	acted	3
6207	amazed	3
6208	installed	4
6209	chooses	3
6210	situations	3
6211	frankly	4
6212	in-	3
6213	stunned	3
6214	Web	3
6215	display	5
6216	Square	4
6217	practical	3
6218	pragmatic	3
6219	offset	3
6220	morality	3
6221	increases	4
6222	Chronicle	3
6223	approximately	3
6224	presents	3
6225	exceptional	3
6226	humor	3
6227	temperatures	3
6228	consistently	3
6229	latter	3
6230	versatile	3
6231	Qusay	3
6232	precious	3
6233	offence	4
6234	deleted	3
6235	channels	3
6236	products	3
6237	sidearm	3
6238	beneath	3
6239	Family	3
6240	Alan	3
6241	bureaucracy	3
6242	website	5
6243	Crazy	3
6244	wrap	4
6245	announcements	4
6246	rightfully	3
6247	composed	3
6248	"people	3
6249	chips	3
6250	pursue	7
6251	NPC	3
6252	excluding	3
6253	discomfort	3
6254	fantastic	3
6255	hotline	3
6256	Part	3
6257	Probably	3
6258	Dollar	3
6259	HTTP	3
6260	reliable	3
6261	angles	3
6262	Said	4
6263	anticipated	3
6264	shifting	3
6265	killers	3
6266	quest	3
6267	plates	3
6268	trendy	3
6269	airborne	3
6270	intstead	3
6271	5:00	3
6272	seniors	3
6273	corked	3
6274	imported	3
6275	newsgroup	3
6276	"live	3
6277	Design	3
6278	conversion	3
6279	dynamic	4
6280	improvement	4
6281	winds	3
6282	clearing	4
6283	continental	3
6284	solved	3
6285	Far	3
6286	biography	3
6287	Million	3
6288	shipboard	3
6289	reverse	3
6290	.net	3
6291	manage	6
6292	Rebecca	3
6293	Scientists	3
6294	Ama	3
6295	Ronald	3
6296	components	3
6297	southside	3
6298	preserving	3
6299	employment	3
6300	arsenal	3
6301	long-range	3
6302	Stadium	3
6303	Jeanne	3
6304	marketing	3
6305	inform	3
6306	short-term	4
6307	transition	3
6308	Hard	3
6309	overdrives	3
6310	bearish	3
6311	Hartford	3
6312	Google	3
6313	fearing	3
6314	Energy	4
6315	1966	3
6316	code	4
6317	graduates	3
6318	Mil	5
6319	teaches	3
6320	compare	3
6321	unlimited	3
6322	sake	3
6323	specialist	3
6324	defender	3
6325	Conservative	4
6326	Senators	3
6327	minimum	5
6328	readers	3
6329	relieve	3
6330	unwilling	3
6331	Among	3
6332	worldwide	5
6333	Henry	3
6334	graduate	4
6335	Incredible	3
6336	physicians	3
6337	phasing	3
6338	Someone	3
6339	of...	3
6340	challenging	3
6341	dominant	3
6342	Ooh	3
6343	Kelli	4
6344	fetal	3
6345	cracks	3
6346	Mel	3
6347	Sirius	3
6348	frail	3
6349	Hal	3
6350	praise	4
6351	Starr	5
6352	abandon	5
6353	excellence	3
6354	embarrassing	4
6355	crate	3
6356	ease	3
6357	muscle	3
6358	tightening	3
6359	Karen	3
6360	penalties	3
6361	solidarity	4
6362	priority	4
6363	Pentium	3
6364	picks	3
6365	depressing	3
6366	enthusiastic	3
6367	basket	3
6368	Zif	3
6369	meat	3
6370	Support	3
6371	longest	3
6372	fascinating	4
6373	recorded	6
6374	guaranteed	5
6375	Fortunately	3
6376	Join	3
6377	royal	3
6378	toss	3
6379	tested	4
6380	collect	3
6381	crying	3
6382	Bonnaroo	3
6383	gallon	3
6384	Drug	3
6385	cycle	5
6386	carve	3
6387	boyfriend	3
6388	Fan	3
6389	Ocean	4
6390	conventions	3
6391	aides	4
6392	Sudarsono	3
6393	Ladies	3
6394	caliber	3
6395	Policies	3
6396	Schools	4
6397	salesmen	3
6398	emotion	3
6399	blocks	3
6400	antique	3
6401	marketplace	3
6402	Marco	3
6403	Toelle	3
6404	Fine	3
6405	constantly	3
6406	UGA	3
6407	beside	3
6408	hi	3
6409	safely	4
6410	Week	4
6411	foster	3
6412	Julian	3
6413	Manyon	3
6414	coal	3
6415	Kolle	3
6416	toilet	3
6417	Executive	8
6418	)(	4
6419	modest	3
6420	info	4
6421	sheet	4
6422	Ramallah	4
6423	planted	3
6424	imagery	3
6425	unfold	3
6426	adopt	4
6427	batting	3
6428	Search	3
6429	thrilled	4
6430	newer	3
6431	Blah	3
6432	meters	4
6433	Work	3
6434	trick	4
6435	maintaining	4
6436	taxpayers	3
6437	Squadron	4
6438	urgent	3
6439	Taha	4
6440	speakers	3
6441	Satan	3
6442	"excellent	3
6443	Idaho	3
6444	catastrophe	3
6445	Education	3
6446	Carrie	3
6447	housing	3
6448	operators	3
6449	rides	3
6450	Sources	3
6451	unfortunate	4
6452	contributing	3
6453	scared	3
6454	boxes	3
6455	rear	3
6456	consulting	3
6457	suspicion	3
6458	doors	4
6459	strengthening	3
6460	hangover	3
6461	acceptable	5
6462	feasible	3
6463	lumped	3
6464	socially	3
6465	forever	5
6466	Standard	3
6467	Q	3
6468	lock	3
6469	Beautiful	3
6470	Buckingham	3
6471	Pilots	3
6472	repeat	3
6473	adoption	4
6474	structures	3
6475	trees	3
6476	atheist	3
6477	prayer	3
6478	pattern	4
6479	X	3
6480	shocked	4
6481	patrol	2
6482	Cubans	2
6483	nominations	2
6484	cite	2
6485	session	2
6486	Lyndon	2
6487	conquered	2
6488	confederate	2
6489	gum	2
6490	Carville	2
6491	bribe	2
6492	220	2
6493	poured	3
6494	nursing	2
6495	mastectomy	2
6496	Midwest	2
6497	transplant	2
6498	incompatible	2
6499	teenager	2
6500	Capitol	2
6501	Hill	2
6502	Safety	2
6503	rooms	3
6504	trauma	2
6505	57	2
6506	60,000	2
6507	neurosurgeon	3
6508	botched	2
6509	Troy	2
6510	Brennan	2
6511	IS	2
6512	adjusted	2
6513	awards	2
6514	respectfully	2
6515	wage	3
6516	unpredictable	3
6517	operative	2
6518	coordinating	2
6519	idiotic	2
6520	strictly	2
6521	sends	2
6522	instructions	2
6523	essence	2
6524	obscure	2
6525	highest-rated	2
6526	...but	2
6527	Yorker	2
6528	seriousness	2
6529	deserves	2
6530	Daschle	2
6531	dealer	3
6532	arresting	2
6533	arrogance	2
6534	decides	6
6535	admired	2
6536	avert	3
6537	Kooky	2
6538	unwise	3
6539	democracies	2
6540	Viet	2
6541	Cong	2
6542	pondered	2
6543	Duke	2
6544	Cunningham	2
6545	ace	2
6546	Hagel	2
6547	bravery	2
6548	40,000	3
6549	kicking	3
6550	waved	2
6551	mechanical	2
6552	Ramadan	4
6553	reiterated	2
6554	Stanley	3
6555	McChrystal	2
6556	strict	2
6557	dominance	3
6558	radars	2
6559	tact	2
6560	plead	2
6561	lethal	2
6562	pot	2
6563	treating	2
6564	admitting	2
6565	blasts	2
6566	outbreak	3
6567	valley	2
6568	drivers	2
6569	buses	3
6570	Rusty	2
6571	rallies	2
6572	anti-	2
6573	inaudible	2
6574	Bessam	2
6575	Al-Husaini	2
6576	packed	3
6577	retreated	2
6578	dusk	2
6579	155	2
6580	punch	2
6581	terrific	2
6582	Recall	2
6583	Mostly	3
6584	adrenaline	3
6585	grandfathers	2
6586	Second	2
6587	Netanya	2
6588	Cafe	2
6589	Dozens	2
6590	eyewitness	3
6591	heightened	2
6592	battlefront	2
6593	420	2
6594	degraded	2
6595	historically	2
6596	punched	3
6597	Light	2
6598	dagger	2
6599	weakening	2
6600	memories	2
6601	effectiveness	2
6602	Blackhawk	2
6603	strategies	2
6604	haul	2
6605	rearm	2
6606	shy	2
6607	avenues	3
6608	loyalists	2
6609	sway	3
6610	250	6
6611	oil-rich	2
6612	silence	3
6613	zeroing	2
6614	1,900	2
6615	urging	5
6616	columns	3
6617	eyewitnesses	2
6618	thrust	3
6619	cautiously	2
6620	stiff	2
6621	venerated	2
6622	stabbing	2
6623	fractured	2
6624	punish	2
6625	halfway	2
6626	Eleven	2
6627	Leonhard	2
6628	Mogadishu	2
6629	finesse	2
6630	fires	2
6631	untenable	2
6632	Typically	2
6633	Leonard	2
6634	inevitable	3
6635	coping	2
6636	Explosions	2
6637	Rock	2
6638	Witnesses	2
6639	Mates	2
6640	fiercely	3
6641	withdrawing	2
6642	propelled	2
6643	Khoser	2
6644	shelled	2
6645	21-year-	2
6646	Kent	2
6647	Jordanian	3
6648	NIC	2
6649	incursion	2
6650	contrived	2
6651	flow	2
6652	dispatched	2
6653	overwhelmed	2
6654	sheer	2
6655	garden	2
6656	Juliet	2
6657	Bremner	2
6658	nighttime	2
6659	morgue	2
6660	executions	2
6661	J.	2
6662	McCann	2
6663	Urban	2
6664	Combat	2
6665	101	3
6666	mood	2
6667	Peshmerga	2
6668	sustained	2
6669	boom	2
6670	boredom	2
6671	Marshall	2
6672	Attack	3
6673	Pilot	2
6674	Davis	5
6675	Different	2
6676	basement	2
6677	Hook	2
6678	hanged	2
6679	Journalists	2
6680	plunged	3
6681	wartime	2
6682	Famed	2
6683	Indochina	2
6684	Balkans	2
6685	journalistic	2
6686	setbacks	2
6687	Reporters	2
6688	"larry	2
6689	discussing	3
6690	reserves	2
6691	Sonar	2
6692	souls	2
6693	grim	2
6694	sigh	2
6695	Roth	2
6696	Sanjay	2
6697	Gupta	2
6698	consequences	3
6699	clan	2
6700	Saba	2
6701	Sweden	2
6702	Arlington	2
6703	Retired	3
6704	Strom	2
6705	fondness	2
6706	fitting	2
6707	hooters	2
6708	Syrian	2
6709	open-minded	2
6710	Guantanamo	2
6711	detainees	2
6712	parades	2
6713	properly	2
6714	modeled	2
6715	apprehend	2
6716	sooner	2
6717	restructuring	3
6718	echoed	4
6719	diplomacy	6
6720	videotapes	2
6721	am@cnn.com	2
6722	Brooklyn	2
6723	Tens	3
6724	Belgrade	5
6725	Zoran	2
6726	Djindjic	2
6727	deserve	2
6728	random	2
6729	mentality	2
6730	sympathetic	2
6731	defining	2
6732	assembled	3
6733	Shepperd	2
6734	technique	2
6735	m1-a1	2
6736	Makes	3
6737	Artillery	2
6738	hints	2
6739	underscore	2
6740	findings	2
6741	Allied	3
6742	arrangements	4
6743	cloud	2
6744	comrades	2
6745	Fox	5
6746	Says	3
6747	stays	2
6748	implementing	3
6749	hijacked	2
6750	jacket	2
6751	praised	3
6752	joyous	2
6753	Alexis	2
6754	pound	2
6755	devastated	2
6756	reinforce	2
6757	va	2
6758	19th	2
6759	runways	2
6760	Looks	2
6761	anti-aircraft	3
6762	skies	3
6763	formerly	5
6764	renamed	2
6765	U.K	2
6766	symbolic	2
6767	palaces	2
6768	platforms	2
6769	atropine	2
6770	cameramen	2
6771	Strike	2
6772	Padilla	2
6773	retained	2
6774	Bosnia	2
6775	Lindsey	2
6776	zones	3
6777	beaten	3
6778	1.4	3
6779	Mediterranean	4
6780	Libya	3
6781	Charges	2
6782	wheelchair	2
6783	full-term	2
6784	layoffs	3
6785	Number	2
6786	raided	2
6787	microbiologist	2
6788	Longo	2
6789	deliberated	2
6790	unrest	2
6791	indications	2
6792	Mansour	2
6793	7,000	3
6794	Occupation	2
6795	graveyard	2
6796	Spread	2
6797	destination	3
6798	Shares	3
6799	statue	3
6800	bunker	2
6801	warn	3
6802	dining	3
6803	sniffing	2
6804	Prague	2
6805	kindness	2
6806	50th	2
6807	execute	3
6808	carty	2
6809	Gerald	2
6810	stripping	2
6811	cockpit	2
6812	reunited	2
6813	originated	2
6814	hardest	2
6815	probable	2
6816	flu	2
6817	notified	2
6818	Been	2
6819	blocked	3
6820	widow	2
6821	h	2
6822	Happily	2
6823	Jerry	2
6824	mini	2
6825	burn	2
6826	psychological	2
6827	weaponized	2
6828	province	4
6829	lifting	4
6830	advisory	2
6831	anticipate	2
6832	hangar	2
6833	issuing	4
6834	wandered	2
6835	fraternity	2
6836	drink	3
6837	dock	2
6838	tornadoes	2
6839	Farmer	2
6840	Shortly	2
6841	bulldozer	2
6842	Moments	2
6843	precautions	2
6844	swim	2
6845	blessed	2
6846	RPGs	2
6847	condolences	2
6848	hostilities	2
6849	dear	2
6850	Bagdad	2
6851	nonsensical	2
6852	insurrection	2
6853	hurts	2
6854	50,000	4
6855	misery	2
6856	bumper	2
6857	confessed	2
6858	motorcycle	2
6859	gutted	2
6860	relating	3
6861	wasted	2
6862	expansion	3
6863	gratitude	2
6864	awkward	2
6865	define	2
6866	dn	2
6867	1941	2
6868	Laney	2
6869	waited	2
6870	ashore	2
6871	upper	2
6872	daughters	2
6873	Case	2
6874	preparing	2
6875	knot	2
6876	mansion	2
6877	Stockholm	2
6878	Todd	2
6879	quarterback	2
6880	environmentalist	2
6881	f-14	2
6882	laser-guided	2
6883	consequence	2
6884	forcibly	3
6885	tail	2
6886	exceed	2
6887	tee	2
6888	8:45	2
6889	Holland	2
6890	warming	2
6891	bankers	5
6892	notorious	2
6893	trader	2
6894	slew	4
6895	Citigroup	4
6896	regulatory	3
6897	favoring	2
6898	Williamson	2
6899	stabbed	2
6900	Georges	2
6901	Parole	2
6902	climb	3
6903	Gates	2
6904	750	2
6905	face-to-face	2
6906	travels	3
6907	statute	2
6908	gunned	2
6909	15,000	2
6910	praying	2
6911	seven-month	2
6912	contains	2
6913	lander	2
6914	Lander	2
6915	conclusion	2
6916	skepticism	2
6917	Geragos	2
6918	warrants	2
6919	stoning	2
6920	premarital	2
6921	lashes	2
6922	laundry	2
6923	netted	2
6924	unindicted	2
6925	bias	2
6926	Taco	2
6927	Chihuahua	2
6928	TACO	2
6929	Samuel	2
6930	bond	2
6931	emerged	2
6932	commented	3
6933	fined	2
6934	3.5	5
6935	Financial	5
6936	Rantissi	2
6937	undermine	5
6938	hunt	2
6939	parachutes	4
6940	AK	2
6941	satisfy	2
6942	martyr	2
6943	W	2
6944	ahold	2
6945	telephones	2
6946	afterward	2
6947	successor	2
6948	Lloyd	2
6949	speaker	2
6950	operatives	2
6951	Congo	4
6952	unraveling	2
6953	Rwanda	7
6954	influenced	2
6955	1970s	3
6956	regulate	2
6957	outpost	2
6958	retaliated	2
6959	namely	2
6960	700	2
6961	Including	2
6962	Potter	2
6963	Caroline	2
6964	mercy	2
6965	rescuers	2
6966	Thelma	2
6967	Gutierrez	2
6968	newest	2
6969	rioting	2
6970	chased	2
6971	Phoenix	2
6972	Bishop	4
6973	narrowly	2
6974	handling	3
6975	priests	2
6976	gather	2
6977	Louis	2
6978	Past	2
6979	hiring	3
6980	unsealed	2
6981	pled	2
6982	grocery	2
6983	wrapping	2
6984	belonging	3
6985	Ventura	2
6986	grapes	2
6987	L	2
6988	resume	3
6989	dismantle	2
6990	prince	2
6991	Di	2
6992	teen	2
6993	56	4
6994	employ	2
6995	Wi	2
6996	Buzz	2
6997	stabilize	2
6998	unacceptable	2
6999	estranged	5
7000	dimmed	2
7001	windshield	2
7002	hunter	3
7003	depravity	2
7004	recommendation	2
7005	undecided	3
7006	regulated	2
7007	honoring	2
7008	Jimmy	2
7009	tribute	3
7010	thankfully	2
7011	resumed	3
7012	Warplanes	2
7013	fend	2
7014	faction	2
7015	Tab	2
7016	ratify	2
7017	reviewing	4
7018	exchanged	2
7019	demanded	6
7020	apprehended	2
7021	Soyuz	2
7022	docking	2
7023	orbiting	2
7024	surfaced	2
7025	eustachy	2
7026	buyout	3
7027	eighth	2
7028	investigate	2
7029	compounds	2
7030	manslaughter	2
7031	Timothy	2
7032	Alfred	3
7033	Murrah	2
7034	-based	2
7035	uncovered	2
7036	spontaneous	2
7037	raping	3
7038	clinic	2
7039	obstruct	3
7040	bust	2
7041	MILLION	2
7042	YORK	4
7043	Tax	2
7044	rejection	2
7045	collapsed	2
7046	pizza	2
7047	9-year-old	2
7048	24-year-old	2
7049	Alvarez	2
7050	Cruz	2
7051	teenagers	2
7052	hearings	2
7053	oath	2
7054	racist	2
7055	Iranians	3
7056	affiliate	2
7057	Westchester	2
7058	branches	2
7059	cushioned	2
7060	Cops	2
7061	Bleeding	2
7062	downstairs	2
7063	scooped	2
7064	911	2
7065	followers	2
7066	Pakistani	4
7067	vanished	2
7068	eighty	2
7069	Fairmont	2
7070	twenty-three	2
7071	adventure	2
7072	merging	2
7073	defer	2
7074	speaks	2
7075	resigning	3
7076	towers	2
7077	cart	2
7078	clock	2
7079	tone	2
7080	flowers	2
7081	planting	2
7082	purposely	2
7083	genocide	10
7084	Doing	2
7085	motive	2
7086	cares	2
7087	volunteer	2
7088	pre	2
7089	ninety-six	2
7090	requested	5
7091	Algeria	2
7092	unpalatable	2
7093	ye-	2
7094	establishing	3
7095	Oslo	3
7096	mediator	3
7097	Trials	2
7098	memorable	2
7099	hi-	2
7100	sentiments	2
7101	framed	4
7102	Disney	2
7103	summary	2
7104	al-	2
7105	Somehow	2
7106	overthrown	2
7107	Munich	2
7108	thirtieth	2
7109	grandma	2
7110	-for	2
7111	-and	2
7112	seventy	2
7113	Line	2
7114	smoothly	2
7115	be-	2
7116	flex	2
7117	ensuing	2
7118	1.8	3
7119	undercover	2
7120	detectors	2
7121	unelected	2
7122	toys	2
7123	unleashed	2
7124	accompanied	2
7125	20,000	2
7126	Flying	2
7127	allegiance	3
7128	Protesters	2
7129	campaigns	2
7130	intersections	2
7131	spelling	2
7132	Osaka	2
7133	Jiji	3
7134	78	2
7135	sandstorm	2
7136	trailers	2
7137	Kuwaitis	2
7138	blasted	2
7139	youths	2
7140	slowing	2
7141	feed	2
7142	stalled	2
7143	militiamen	2
7144	paratroopers	2
7145	Rangers	2
7146	low-flying	2
7147	airfield	5
7148	drops	2
7149	airstrip	2
7150	Kurd	2
7151	Collins	3
7152	parachute	2
7153	Danish	2
7154	TV2	2
7155	assaulting	2
7156	teammates	2
7157	Copenhagen	2
7158	Nemeth	2
7159	regret	3
7160	Cup	2
7161	1993	5
7162	caps	2
7163	attackers	2
7164	declarations	2
7165	all-out	2
7166	boomed	2
7167	close-quarters	2
7168	Patriot	2
7169	installation	2
7170	disgrace	2
7171	penetrated	2
7172	cited	3
7173	examples	2
7174	arranging	2
7175	passage	3
7176	lobbed	2
7177	resuscitation	2
7178	bombed-out	2
7179	disagreements	2
7180	drawn-out	2
7181	prelude	2
7182	Koreas	2
7183	insisted	8
7184	stifle	2
7185	potentials	2
7186	parliamentary	6
7187	stormed	3
7188	tower	2
7189	Perkins	2
7190	brigade	2
7191	heavier	2
7192	blocking	2
7193	symbolism	2
7194	resupply	2
7195	550	2
7196	350	2
7197	Pace	2
7198	portions	2
7199	seizing	2
7200	escape	2
7201	combatants	2
7202	confront	3
7203	loose	2
7204	Desert	3
7205	Rats	2
7206	1.3	5
7207	suburban	2
7208	softer	2
7209	crumbling	4
7210	deploying	3
7211	distribute	2
7212	Motor	2
7213	Managing	2
7214	Kiichiro	2
7215	honorary	2
7216	streamlined	2
7217	manufacturer	2
7218	sharp	4
7219	assaults	2
7220	uniforms	3
7221	routed	2
7222	Members	2
7223	Corps	2
7224	burns	2
7225	burnt	2
7226	warplane	2
7227	concentrated	3
7228	upscale	2
7229	rubble	2
7230	U.S	3
7231	A-10	2
7232	surface-to-air	2
7233	granting	2
7234	administrative	2
7235	ambassadors	3
7236	intention	2
7237	asylum	2
7238	vehemently	2
7239	Separately	5
7240	District	4
7241	P.	2
7242	Frederick	2
7243	magistrate	2
7244	Suharto	2
7245	WASHINGTON	6
7246	curbing	2
7247	abuses	2
7248	Kremlin	7
7249	broad	4
7250	backlash	2
7251	Islamists	2
7252	Strategic	4
7253	founding	4
7254	waste	4
7255	amphibious	2
7256	purchasing	2
7257	sponsored	2
7258	Prophet	4
7259	Ur	2
7260	platform	5
7261	atop	2
7262	constitute	4
7263	demonstrated	3
7264	chanting	2
7265	Humanitarian	3
7266	Assistance	3
7267	shattered	2
7268	banners	3
7269	insiders	3
7270	arranged	3
7271	branch	2
7272	controlling	2
7273	restored	2
7274	diesel	2
7275	ruler	2
7276	historical	2
7277	embargo	2
7278	cultural	3
7279	objects	2
7280	participants	2
7281	nine-year	5
7282	one-third	3
7283	Sukma	2
7284	maternal	2
7285	Martins	2
7286	reap	2
7287	ditch	3
7288	Immigration	2
7289	Checkpoints	2
7290	disembark	2
7291	slightest	2
7292	concession	2
7293	Assistant	3
7294	Liu	2
7295	mutual	2
7296	high-level	2
7297	non-proliferation	3
7298	escalating	2
7299	swift	3
7300	master	3
7301	crippled	2
7302	donor	2
7303	Judith	2
7304	Gracie	2
7305	Mansion	2
7306	58	2
7307	fiance	2
7308	sweetheart	2
7309	weddings	2
7310	Skyler	2
7311	exercise	2
7312	toxic	2
7313	flooded	2
7314	Taiwan	2
7315	Six	5
7316	favored	2
7317	Representatives	2
7318	overcrowded	2
7319	travelers	2
7320	trafficking	3
7321	administered	2
7322	processing	2
7323	religiously	2
7324	Khartoum	2
